,budget,genres,popularity,production_companies,revenue,runtime,cast,crew,vote_count,vote weight,vote_average
3213,8500000.0,5.957733428367781,11.436405,5.6,22456509.0,96.0,93.53876068376066,52.55500000000001,85.0,475.99999999999994,5.6
3214,9000000.0,6.0713347921225385,14.171759,17.5874213836478,2500000.0,98.0,181.69642857142853,12.02,146.0,832.2,5.7
3215,0.0,12.196839226807114,0.702971,18.66891891891892,0.0,92.0,98.70789473684208,49.11428571428572,14.0,85.39999999999999,6.1
3216,0.0,5.957733428367781,13.476596,19.020754716981134,0.0,99.0,86.59633986928105,44.93822649572649,270.0,1809.0,6.7
3217,12000000.0,6.460011154489665,3.604863,13.301923076923078,20138836.0,122.0,58.93761904761904,72.43666666666665,50.0,340.0,6.8
3218,8500000.0,12.178432729067094,40.28709,18.900000000000002,43528634.0,100.0,100.90061800268698,98.40166666666666,1322.0,8989.6,6.8
3219,22000000.0,12.680710455188976,3.809131,25.079131956496582,5271666.0,104.0,40.29074074074074,21.978846153846156,38.0,129.2,3.4
3220,0.0,18.367840506655046,11.708343,5.841666666666666,0.0,101.0,40.632976190476185,5.6,175.0,979.9999999999999,5.6
3221,8000000.0,19.23055650923098,2.60632,6.6,0.0,135.0,52.75000000000001,19.799999999999997,28.0,184.79999999999998,6.6
3222,8500000.0,12.680710455188976,9.230073,46.06309523809523,4440055.0,119.0,125.13450216450214,60.483114035087716,107.0,727.6,6.8
3223,12000000.0,12.680710455188976,14.719886,21.901923076923076,42345360.0,145.0,95.44166666666668,29.733333333333334,232.0,1786.4,7.7
3224,9000000.0,18.66506230073678,28.540614,38.36944444444444,6108720.0,106.0,6.686666666666667,98.62499999999999,671.0,4428.599999999999,6.6
3225,8000000.0,18.739094789106517,0.034259,0.0,1997807.0,126.0,26.91157894736842,6.633333333333333,17.0,119.0,7.0
3226,0.0,18.91571045518898,1.840511,0.0,0.0,128.0,65.2,6.6,29.0,191.39999999999998,6.6
3227,6500000.0,19.886100576518015,6.787967,108.99642857142855,22889018.0,124.0,76.00869281045752,14.2,154.0,1093.3999999999999,7.1
3228,7700000.0,6.220699300699311,3.3531760000000004,6.65,46000000.0,159.0,41.93333333333334,7.2,79.0,568.8000000000001,7.2
3229,8250000.0,19.40985331233183,7.973109,5.971428571428569,30000000.0,171.0,529.0416666666666,20.5,63.0,441.0,7.0
